Program,Round,Recipient Name,Physical Address of Recipient - Suburb/Location,Physical Address of Recipient - Post Code,University Collaborator (if applicable),Other Partners; Collaborators (if applicable),Investment/Project Title,Primary Location of Activity/Project - Suburb,Primary Location of Activity/Project - Post Code,Multiple Locations of Activity/Project (if applicable),Approval date,Local Government /Council,RAP Region,State Electorate,Actual Contractual Commitment ($)
Regional Business Angels Support Program,AQ Regional Angel Investors Support Program 2017-18 Round 1,Split Spaces Ltd,Mackay,4740.0,,nan,Mackay Angel Network,Mackay,4740.0,,28/02/2018,Mackay (R),Mackay-Whitsunday,Mackay,20000.0
Regional Business Angels Support Program,AQ Regional Angel Investors Support Program 2017-18 Round 1,Fnq Angels Inc,Cairns,4870.0,,nan,2018 Fnq Angels Network Of Investors,Cairns City,4870.0,,28/02/2018,Cairns (R),Far North Queensland,Cairns,20000.0
Regional Business Angels Support Program,AQ Regional Angel Investors Support Program 2017-18 Round 1,Angel Loop Limited,Brisbane,4000.0,,nan,Establishing Bundaberg Angels As The Wide Bay-Burnett Focus For Angel Investing,Bundaberg Central,4670.0,,28/02/2018,Brisbane (C),Wide Bay,Mcconnel,20000.0
Regional Business Angels Support Program,AQ Regional Angel Investors Support Program 2017-18 Round 1,Central Western Queensland Remote Area Planning And Development Board,Longreach,4730.0,,nan,Central West Investment Network,Longreach,4730.0,,28/02/2018,Longreach (R),Outback Queensland,Gregory,5540.0
Regional Business Angels Support Program,AQ Regional Angel Investors Support Program 2017-18 Round 1,Wavebreak International Limited,Worongary,4213.0,,nan,Gold Coast Angels 2018 Plan,Worongary,4213.0,,28/02/2018,Gold Coast (C),Gold Coast,Mudgeeraba,20000.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Griffith University,Southport,4215.0,, Gold Coast Hospital and Health Service,Clinical Entrepreneurship Change Agents Program,Southport,4215.0,,12/10/2022,Gold Coast (C),Gold Coast,Bonney,200000.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Gladstone Engineering Alliance Inc,Gladstone Central,4680.0,," ConocoPhillips as downstream operator of Australia Pacific LNG 
 RIO Tinto Aluminium Limited",Gladstone Connects Supplier Platform,Gladstone Central,4680.0,,11/05/2022,Gladstone (R),Central Queensland,Gladstone,100000.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Red Ridge Interior Queensland Ltd,Blackall,4472.0,," RAPAD Employment Services Queensland 
 Central West Aboriginal Corporation",Canvas To Catwalk,Blackall,4472.0,,12/10/2022,Blackall-Tambo (R),Outback Queensland,Gregory,60000.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Neutex Pty Ltd,Southport,4215.0,," Gold Coast Hospital Foundation 
 Gold Coast Private Hospital Pty Ltd",Image-Guided Surgical Technologies Centre,Southport,4215.0,,12/10/2022,Gold Coast (C),Gold Coast,Bonney,200000.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Gur A Baradharaw Kod Torres Strait Sea And Land Council Torres Strait Islander Corporation,Thursday Island,4875.0,," Emver Partners 
 Meriba Ged Ngalpun Mab",'Strait Approach To Business' Initiative,Thursday Island,4875.0,,11/05/2022,Torres (S),Far North Queensland,Cook,152840.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Co Spaces Pty Ltd,Southport,4215.0,," Mater Misericordiae Ltd 
 3M AUSTRALIA PTY LTD 
 City of Gold Coast Council 
 Bond University Ltd",Luminax Health Accelerator,Southport,4215.0,,12/10/2022,Gold Coast (C),Gold Coast,Southport,150000.0
Regional Futures - Collaborative Projects,Collaborative Projects 2021,Food And Agribusiness Network Limited,Sippy Downs,4556.0,," Moreton Bay Regional Council 
 Sunshine Coast Regional Council",Accelerating Innovation In Place,Sippy Downs,4556.0,,11/05/2022,Sunshine Coast (R),Sunshine Coast,Buderim,199676.0
Regional Futures - Ed Puqrsin,Pilot,James Cook University,Smithfield,4878.0,,"Cairns Regional Council, Gulf Savannah NRM, YEP, Cairns Chamber of Commerce and Regional Development Australia - Tropical North",Partner Up Queensland Regional Science And Innovation Network - Far North Queensland Hub,Smithfield,4878.0,Far North Queensland,6/10/2021,Cairns (R),Far North Queensland,Barron River,35000.0
Regional Futures - Ed Puqrsin,Pilot,Amaroo Environmental Education Centre,Kleinton,4352.0,University Of Southern Queensland,"Regional Development Australia, Integrated STEM, Cobb+Co Museum.",Partner Up Queensland Regional Science And Innovation Network - Darling Downs Queensland Hub,Kleinton,4352.0,Darling Downs And South West,6/10/2021,Toowoomba (R),Darling Downs,Condamine,35000.0
Regional Futures - Ed Puqrsin,Pilot,Central Queensland University,Callemondah,4680.0,,"Boyne Island Environmental Education Centre, Gladstone Regional Council",Partner Up Queensland Regional Science And Innovation Network - Central Queensland Hub,Callemondah,4680.0,Central Queensland,6/10/2021,Gladstone (R),Central Queensland,Gladstone,35000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2022,Logan City Council,Logan Central,4114.0,,nan,Queensland Connects Cohort 3 - Logan City Council,Logan Central,4114.0,,7/11/2022,Logan (C),Logan,Logan,30000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2022,Regional Development Australia Ipswich And West Moreton Inc,Ipswich,4305.0,,nan,Queensland Connects Cohorts 3 - Ipswich & West Moreton Inc,Ipswich,4305.0,Ipswich City And Mount Tamborine,7/11/2022,Ipswich (C),Ipswich,Ipswich,30000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2021,Roma Commerce And Tourism Inc,Roma,4455.0,,nan,Queensland Connects Cohort 2 - Roma,Roma,4455.0,,17/12/2021,Maranoa (R),Darling Downs,Warrego,30000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2021,Discover Farming Inc,Goondiwindi,4390.0,,nan,Queensland Connects Cohort 2 - Goondiwindi,Goondiwindi,4390.0,,17/12/2021,Goondiwindi (R),Darling Downs,Southern Downs,30000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2022,Smart Precinct Nq Limited,Townsville City,4810.0,,nan,Queensland Connects Cohort 3 - Smart Precinct Nq Ltd,Townsville,4810.0,,7/11/2022,Townsville (C),Townsville,Townsville,30000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2021,Co Hort Space Pty Ltd,Southport,4215.0,,nan,Queensland Connects Cohort 2 - Gold Coast Healthtech,Southport,4215.0,,17/12/2021,Gold Coast (C),Gold Coast,Bonney,30000.0
Regional Futures - Ed Qld Con Teams,Ecosystem Development 2021,Central Queensland University,Branyan,4670.0,,nan,Queensland Connects Cohort 2 - Wide Bay Burnett,Branyan,4670.0,,17/12/2021,Bundaberg (R),Wide Bay,Bundaberg,30000.0
Regional Futures - Ed Tfn Cluster,Round 1,Regional Development Australia Tropical North Incorporated,Cairns City,4870.0,,nan,Tnq Food Network Cluster Project Plan,Cairns City,4870.0,,18/03/2022,Cairns (R),Far North Queensland,Cairns,37500.0
Regional Futures - Ecosystem Development,Ecosystem Development 2021,Health Management Pty Ltd,Westcourt,4870.0,," Regional Development Australia Tropical North Incorporated 
 Banora International Group Pty Ltd",Tnq Seeding Future Innovation,Westcourt,4870.0,"Palm Cove, Qld, Australia",11/05/2022,Cairns (R),Far North Queensland,Cairns,200000.0
Regional Futures - Events And Activations,Round 1,Resources Centre Of Excellence Ltd (Rcoe),Paget,4740.0,,nan,Leadin 2022 - Event Series Mackay-Whitsunday,Paget,4740.0,"Bowen, Moranbah, Mackay",28/07/2021,Mackay (R),Mackay-Whitsunday,Mirani,20000.0
Regional Futures - Events And Activations,,Busness Enterprise Centre Assocation Inc T/A Regional Business Hq,Bundaberg,4670.0,,nan,Agtech Showcase - Hinkler Agtech Hub - Bagara,Bundaberg,4670.0,,29/03/2023,Bundaberg (R),Wide Bay,Bundaberg,10000.0
Regional Futures - Events And Activations,Round 1,Noosa Shire Council Ta Peregian Digital Hub,Peregian Beach,4573.0,,nan,Venture Down Under 2022,Peregian Beach,4573.0,,17/12/2021,Noosa (S),Sunshine Coast,Noosa,60000.0
Regional Futures - Events And Activations,Round 1,Bop Industries Pty Ltd,Brisbane City,4000.0,,nan,Innovation In Education Festival In July 2022 And Young Entrepreneurs Hub 2022-23 Program,Brisbane City,4000.0,"Brisbane South State Secondary College, 179 Annerley Road, Dutton Park",3/06/2022,Brisbane (C),Brisbane,Mcconnel,10000.0
Regional Futures - Events And Activations,Round 1,Bright Humans Pty Ltd,Teneriffe,4005.0,,nan,Something Digital 2021,Fortitude Valley,4006.0,"The Precinct, 315 Brunswick Street, Fortitude Valley",12/08/2021,Brisbane (C),Brisbane,Mcconnel,15000.0
Regional Futures - Events And Activations,Round 1,Blockchain Australia Ltd,Melbourne,3000.0,,Innovation Architects,Co-Investment Blockchain Week,Fortitude Valley,4006.0,,15/03/2022,Nonqueensland,Brisbane,Nonqueensland,13636.0
Regional Futures - Events And Activations,Round 1,Sandra Lorrel Bungaree King,Camp Hill,4152.0,,nan,Black Bold And Beautiful First Nations Women'S Luncheon 2023,South Brisbane,4101.0,,30/01/2023,Brisbane (C),Brisbane And Redlands,Greenslopes,30000.0
Regional Futures - Events And Activations,Round 1,Engage And Create Consulting Pty Ltd,Goondiwindi,4390.0,,nan,Attendance At Agtech 2021 By Representative Of The Queensland Chief Entrepreneur (Julia Spicer),Emerald,4720.0,,28/11/2021,Goondiwindi (R),Central Queensland,Southern Downs,598.0
Regional Futures - Events And Activations,Round 1,Defence Crc For Trusted Autonomous Systems,Toowong,4066.0,,nan,2022 Accelerating Trusted Autonomous Systems Symposium,Brisbane City,4000.0,,10/05/2022,Brisbane (C),Brisbane,Maiwar,14400.0
Regional Futures - Events And Activations,Round 1,James Cook University,Smithfield,4878.0,James Cook University,"Indigenous Communitiies, KJR Australia",Indigenous Datathon For Northern Australia,Smithfield,4878.0,Cairns And Torres Strait,21/10/2021,Cairns (R),Far North Queensland,Barron River,5000.0
Regional Futures - Events And Activations,Round 1,Napalao P/L Atf Moore Family Trust T/A Nectar Creative Communications,Carina,4152.0,,nan,National Cleantech Conference And Exhibition,South Brisbane,4101.0,,21/01/2022,Brisbane (C),Brisbane,Chatsworth,30000.0
Regional Futures - Events And Activations,Round 1,Health Management Pty Ltd T/A Yep Cairns,Cairns,4870.0,,nan,Tropical Innovation Festival,Cairns,4870.0,,10/05/2022,Cairns (R),Far North Queensland,Cairns,22500.0
Regional Futures - Events And Activations,Round 1,Ase Group,Brisbane City,4000.0,,nan,Young Entrepreneurs Summit,Cleveland,4163.0,"Kp Centre, 373 Chatswood Road, Logan Qld 4129",1/06/2022,Brisbane (C),Brisbane,Mcconnel,10000.0
Regional Futures - Events And Activations,Round 1,Gow Services Pty Ltd On Behalf Of The Digital Entrepreneurs Leadership Forum (Delf) Australia,Pullenvale,4069.0,Southern Cross University,"Department of Employment, Small Business and Training; Jobs Queensland; Noosa Shire Council, City of Gold Coast, Peregian Digital Hub, and Gold Coast Innovation Hub","Agreement To Bring Usa Digital Economy Specialist To Queensland - Gary Bolles, Singularity University Chair - Futures Of Work",Peregian Beach,4573.0,"The Precinct, 315 Brunswick Street, Fortitude Valley; And The Gold Coast Innovation Hub, Varsity Lakes",15/08/2022,Brisbane (C),Sunshine Coast,Moggill,30505.0
Regional Futures - Events And Activations,Round 1,Silicon Coast Limited,Minyama,4575.0,University Of The Sunshine Coast,"Microsoft, Sunshine Coast Council, Regional Development Australia",Forward Festival Evaluation Tool,Sippy Downs,4556.0,,26/08/2022,Sunshine Coast (R),Sunshine Coast,Kawana,15250.0
Regional Futures - Events And Activations,,Western Cape Chamber Of Commerce,Weipa,4874.0,,nan,Western Cape Futures Symposium,Weipa,4874.0,,26/02/2023,Weipa (T),Far North Queensland,Cook,15000.0
Regional Futures - Events And Activations,,Rural Industries Research & Development Coproation T/A Agrifutures Australia,Wagga Wagga,2650.0,,Department of Agriculture and Fisheries,Evokeag,Adelaide,5000.0,,21/11/2021,Nonqueensland,Nonqueensland,Nonqueensland,25000.0
Regional Futures - Events And Activations,,Innovation Bay Pty Ltd,Hobart,7004.0,,nan,Aurora Conference,Hope Island,4212.0,,25/11/2022,Nonqueensland,Gold Coast,Nonqueensland,70000.0
Regional Network Fund,Round 1,Startup Catalyst Pty Ltd,Fortitude Valley,4006.0,,nan,Startup Catalyst Startup Community Leaders Mission - 2018,Usa,,,28/01/2018,Brisbane (C),Nonqueensland,Mcconnel,72000.0
Regional Network Fund,Round 1,Noosa Shire Council,Tewantin,4565.0,,nan,Firetech 2020 International Conference In November 2020 And March 2021,Peregian Beach,4573.0,,26/02/2020,Noosa (S),Sunshine Coast,Noosa,50000.0
Regional Network Fund,,James Cook University,Smithfield,4878.0,,nan,Fnq Innovation Strategy And Action Plan,Smithfield,4878.0,,3/03/2021,Cairns (R),Far North Queensland,Barron River,25108.0
Regional Network Fund,Round 1,Startup Catalyst Pty Ltd,Fortitude Valley,4006.0,,nan,Startup Catalyst Community Leaders Mission - 2017,Usa,,"Denver Co, Boulder Co (3 Days), San Francisco Ca (5 Days)",9/12/2016,Brisbane (C),Nonqueensland,Mcconnel,60000.0
Regional Network Fund,Collaborative Projects 2019-20 Round 1,Central Highlands Development Corporation,Emerald,4720.0,," Sunshine Coast (SCRIPT) 
 Greater Whitsunday Alliance (GW3) 
 Remote Area Planning and Development Board (RAPAD)",Food And Fibre Plus,Emerald,4720.0,"Longreach, Qld; Mackay, Qld; Biloela, Qld; Bowen Qld",5/02/2020,Central Highlands (R),Central Queensland,Gregory,75000.0
Regional Network Fund,Collaborative Projects 2019-20 Round 1,Sunshine Coast Regional Council,Maroochydore,4558.0,," Smart Precinct NQ Limited 
 University of the Sunshine Coast 
 Rockhampton Regional Council 
 Bundaberg Enterprise Centre Association Inc 
 Fraser Coast Regional Council 
 Community Lifestyle Support Ltd 
 Central Highlands Development Corporation (CHDC) 
 Moreton Bay Regional Industry and Tourism Ltd",Queensland Regional Innovation Benchmark (Qrib),Sippy Downs,4556.0,"Hervey Bay, Qld Bundaberg, Qld Townsville, Qld Rockhampton, Qld Emerald, Qld Kippa-Ring, Qld",5/02/2020,Sunshine Coast (R),Sunshine Coast,Buderim,75000.0
Regional Network Fund,Collaborative Projects 2019-20 Round 1,Gold Coast Innovation Hub Limited,Varsity Lakes,4227.0,," Health Management Pty Ltd Trading as YEP Cairns 
 Split Spaces Mackay 
 Logan City Council 
 Redland City Council 
 Ipswich City Council 
 Community Lifestyle Support 
 RAPAD",Scaling Wisdom Across Regional Queensland,Varsity Lakes,4227.0,"Ipswich, Qld  Redland Bay, Qld  Logan, Qld  Longreach, Qld Bundaberg, Qld",12/03/2020,Gold Coast (C),Gold Coast,Mermaid Beach,52500.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Spark Bureau Limited,Birtinya,4575.0,,nan,Support Program For Sunshine Coast Innovators,Birtinya,4575.0,,21/05/2019,Sunshine Coast (R),Sunshine Coast,Kawana,40290.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Logan Startup Hub,Woodridge,4114.0,,nan,Logan Startup Hub,Woodridge,4114.0,,21/05/2019,Logan (C),Logan,Woodridge,51824.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Livingstone Shire Council,Yeppoon,4703.0,,nan,The Hub@Capricorn Coast Startup Support Program,Yeppoon,4703.0,,21/05/2019,Livingstone (S),Central Queensland,Keppel,75000.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Ipswich City Council,Ipswich,4305.0,,nan,Make Possible Workshop Series,Ipswich,4305.0,,21/05/2019,Ipswich (C),Ipswich,Ipswich,75000.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Moneyley Pty Ltd,Samford Village,4520.0,," Samford Commons Ltd 
 Innovate Moreton Bay",Sustainable Startup Hub,Samford Village,4520.0,Drop-In Hubs Will Be Accessed At Various Times,21/05/2019,Moreton Bay (R),Moreton Bay,Pine Rivers,75000.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Rockhampton Regional Council - Smarthub,Rockhampton City,4700.0,," Startup Capricorn 
 CQ University Australia",Rockhampton Smarthub Administrative Support,Rockhampton City,4700.0,,21/05/2019,Rockhampton (R),Central Queensland,Rockhampton,75000.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Noosa Shire Council,Tewantin,4565.0,," REBOOT Noosa 
 Coding from Beach 
 Sunshine Coast Screen Collective 
 Noosa Education & Training Alliance 
 Sunshine Coast Regional Innovation Program (SCRIPT)",Ecosystem Organisation,Peregian Beach,4573.0,,21/05/2019,Noosa (S),Sunshine Coast,Noosa,75000.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Silicon Coast Limited,Minyama,4575.0,," Coding from the Beach 
 Innovation Centre Sunshine Coast 
 University of the Sunshine Coast",Connecting Startup Founders,Minyama,4575.0,"Kawana, Sippy Downs, Maroochydore.  Silicon Coast Works Across The Sunshine Coast Region, And Therefore Events And Workshops Are Provided Across The Coast From Caloundra To Noosa (See Business Activity Plan, Section 5.1)",21/05/2019,Sunshine Coast (R),Sunshine Coast,Kawana,7500.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Rural And Remote Innovation Australia (Rria) Inc,Atherton,4883.0,," The SPACE Cairns 
 Ignite FNQ 
 Destiny Futures Corporation 
 Tablelands Regional Council 
 Tablelands Future Corporation 
 AUS Industry 
 Atherton Tablelands Chamber of Commerce",Startup Tablelands Hub,Atherton,4883.0,,21/05/2019,Tablelands (R),Far North Queensland,Hill,75000.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Innovation Centre Sunshine Coast Pty Ltd,Sippy Downs,4556.0,,nan,Founder Fast Track Program,Sippy Downs,4556.0,,21/05/2019,Sunshine Coast (R),Sunshine Coast,Buderim,21347.0
Regional Startup Hubs Support Program,Regional Startup Hubs Support Program 17-18 Round 1,Stepping Black Indigenous Corporation Australia,Craignish,4655.0,, MACorp - Maryborough Aboriginal Housing Corporation,Stepping Up Through Business Enterprise,Craignish,4655.0,"Maryborough, Hervey Bay, South Burnett, North Burnett",21/05/2019,Fraser Coast (R),Wide Bay,Maryborough,7500.0
